type,odor,gill_size,gill_color,spore_print_color
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,brown,buff
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
edible,none,broad,pink,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
edible,none,broad,pink,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,orange,yellow
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,musty,broad,white,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
edible,none,broad,gray,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
edible,none,broad,white,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,pink,white
edible,none,broad,yellow,orange
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
edible,none,broad,gray,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,white,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,brown,orange
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,musty,broad,white,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,gray,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,white,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,brown,yellow
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,white,white
edible,none,broad,brown,yellow
edible,none,broad,white,white
edible,none,broad,gray,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,orange,orange
poisonous,spicy,narrow,buff,white
poisonous,none,narrow,yellow,white
poisonous,foul,narrow,buff,white
edible,none,broad,gray,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,white,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,pink,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
edible,none,broad,orange,brown
edible,none,broad,white,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,white,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,pink,white
edible,none,broad,pink,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
edible,none,broad,white,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,musty,broad,white,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,white,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,gray,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,white,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,white,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,white,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,white,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,brown,brown
edible,none,broad,pink,white
poisonous,musty,broad,yellow,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
edible,none,broad,yellow,orange
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,pink,white
edible,none,broad,white,white
edible,none,broad,yellow,orange
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,white,white
edible,none,broad,gray,white
edible,none,broad,pink,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,white,white
edible,none,broad,gray,white
poisonous,foul,narrow,buff,white
edible,none,broad,gray,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,pink,white
edible,none,broad,white,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,gray,white
edible,none,broad,gray,white
poisonous,spicy,narrow,buff,white
edible,none,broad,white,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
edible,none,broad,yellow,buff
edible,none,broad,brown,brown
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
edible,none,broad,gray,white
edible,none,broad,orange,brown
poisonous,musty,broad,white,white
edible,none,broad,gray,white
edible,none,broad,brown,orange
edible,none,broad,yellow,buff
poisonous,spicy,narrow,buff,white
edible,none,broad,pink,white
edible,none,broad,gray,white
edible,none,broad,orange,brown
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
edible,none,broad,pink,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,white,white
edible,none,broad,yellow,yellow
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,orange,orange
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
edible,none,broad,white,white
poisonous,fishy,narrow,buff,white
poisonous,musty,broad,white,white
poisonous,foul,narrow,buff,white
edible,none,broad,gray,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,white,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,yellow,brown
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
edible,none,broad,white,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,gray,white
edible,none,broad,brown,brown
poisonous,musty,broad,white,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
edible,none,broad,gray,white
poisonous,foul,narrow,buff,white
poisonous,musty,broad,yellow,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,pink,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,white,white
poisonous,musty,broad,white,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,white,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
edible,none,broad,white,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,white,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,brown,yellow
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,orange,buff
edible,none,broad,pink,white
edible,none,broad,brown,brown
edible,none,broad,pink,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
edible,none,broad,pink,white
poisonous,spicy,narrow,buff,white
edible,none,broad,pink,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,musty,broad,white,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,white,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
edible,none,broad,gray,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,white,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,musty,broad,yellow,white
edible,none,broad,gray,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,pink,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,yellow,yellow
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,brown,buff
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,white,white
edible,none,broad,brown,brown
edible,none,broad,gray,white
poisonous,spicy,narrow,buff,white
edible,none,broad,white,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,orange,yellow
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,white,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,white,white
poisonous,foul,narrow,buff,white
edible,none,broad,pink,white
poisonous,fishy,narrow,buff,white
edible,none,broad,pink,white
edible,none,broad,yellow,yellow
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,gray,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,gray,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,gray,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,white,white
edible,none,broad,yellow,yellow
edible,none,broad,gray,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,pink,white
poisonous,spicy,narrow,buff,white
edible,none,broad,brown,yellow
edible,none,broad,white,white
poisonous,musty,broad,yellow,white
edible,none,broad,gray,white
poisonous,fishy,narrow,buff,white
edible,none,broad,orange,buff
edible,none,broad,white,white
edible,none,broad,brown,yellow
edible,none,broad,pink,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
edible,none,broad,brown,orange
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,yellow,yellow
edible,none,broad,white,white
edible,none,broad,orange,orange
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
edible,none,broad,brown,brown
poisonous,fishy,narrow,buff,white
edible,none,broad,orange,orange
poisonous,fishy,narrow,buff,white
edible,none,broad,pink,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,gray,white
poisonous,fishy,narrow,buff,white
edible,none,broad,white,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,pink,white
poisonous,spicy,narrow,buff,white
poisonous,musty,broad,white,white
edible,none,broad,white,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
edible,none,broad,gray,white
edible,none,broad,pink,white
poisonous,spicy,narrow,buff,white
edible,none,broad,gray,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
edible,none,broad,white,white
poisonous,fishy,narrow,buff,white
edible,none,broad,white,white
poisonous,fishy,narrow,buff,white
edible,none,broad,white,white
edible,none,broad,brown,brown
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,white,white
poisonous,musty,broad,yellow,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,orange,buff
poisonous,foul,narrow,buff,white
edible,none,broad,white,white
edible,none,broad,white,white
poisonous,fishy,narrow,buff,white
poisonous,none,narrow,yellow,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,orange,brown
edible,none,broad,white,white
edible,none,broad,pink,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,white,white
edible,none,broad,brown,orange
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,gray,white
poisonous,fishy,narrow,buff,white
edible,none,broad,gray,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,pink,white
edible,none,broad,gray,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
edible,none,broad,pink,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,musty,broad,yellow,white
poisonous,foul,narrow,buff,white
edible,none,broad,orange,yellow
poisonous,foul,narrow,buff,white
edible,none,broad,yellow,yellow
edible,none,broad,gray,white
edible,none,broad,pink,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
edible,none,broad,gray,white
edible,none,broad,pink,white
poisonous,musty,broad,white,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,musty,broad,yellow,white
poisonous,spicy,narrow,buff,white
edible,none,broad,gray,white
poisonous,fishy,narrow,buff,white
edible,none,broad,pink,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
edible,none,broad,pink,white
edible,none,broad,pink,white
poisonous,fishy,narrow,buff,white
edible,none,broad,brown,yellow
edible,none,broad,white,white
edible,none,broad,gray,white
poisonous,spicy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,pink,white
edible,none,broad,pink,white
edible,none,broad,white,white
edible,none,broad,white,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
edible,none,broad,orange,orange
poisonous,none,narrow,white,white
poisonous,musty,broad,white,white
poisonous,fishy,narrow,buff,white
edible,none,broad,white,white
poisonous,spicy,narrow,buff,white
edible,none,broad,gray,white
edible,none,broad,pink,white
poisonous,foul,narrow,buff,white
edible,none,broad,orange,buff
edible,none,broad,orange,buff
edible,none,broad,white,white
edible,none,broad,gray,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,spicy,narrow,buff,white
poisonous,fishy,narrow,buff,white
poisonous,foul,narrow,buff,white
poisonous,fishy,narrow,buff,white
edible,none,broad,white,white
